topic,unit_slug,faculty,url,title,wordCount,classification,page_type
research-candidature,fbe,FBE,https://fbe.unimelb.edu.au/students/phd/scholarships-and-grants/stipends-and-fee-remissions,Stipends and fee remissions,642,unique,content
research-candidature,fbe,FBE,https://fbe.unimelb.edu.au/students/phd/scholarships-and-grants/stipends-and-fee-remissions/fbe-doctoral-program-stipend-and-tuition-fee-remission-scholarships,FBE Doctoral Program Stipend and Tuition (Fee Remission) Scholarships,732,unique,content
research-candidature,feit,FEIT,https://eng.unimelb.edu.au/students/research,Graduate Researchers - Current Students - Faculty of Engineering and Information Technology,365,unique,content
research-candidature,feit,FEIT,https://eng.unimelb.edu.au/students/scholarships-prizes-and-awards/graduate-research-students,Graduate Researchers,373,unique,content
research-candidature,feit,FEIT,https://eng.unimelb.edu.au/students/research/get-in-touch,Get in touch - Graduate Researchers – Current Students - Faculty of Engineering and Information Technology,391,unique,content
research-candidature,feit,FEIT,https://eng.unimelb.edu.au/students/research/study-resources,Graduate research resources,471,unique,content
research-candidature,feit,FEIT,https://eng.unimelb.edu.au/students/research/getting-started/building-access,Building access and ID cards - Graduate Researchers - Current Students - Faculty of Engineering and Information Technology,692,unique,content
research-candidature,feit,FEIT,https://eng.unimelb.edu.au/students/research/study-resources/submitting-your-thesis,Submitting your thesis and beyond,946,unique,content
research-candidature,feit,FEIT,https://eng.unimelb.edu.au/students/scholarships-prizes-and-awards/graduate-research-students/graduate-research-awards,Graduate Research Prizes,428,unique,content
research-candidature,feit,FEIT,https://eng.unimelb.edu.au/students/scholarships-prizes-and-awards/graduate-research-students/scholarships,Scholarships for Graduate Researchers,728,unique,content
research-candidature,feit,FEIT,https://eng.unimelb.edu.au/students/scholarships-prizes-and-awards/graduate-research-students/scholarships/winter-round,"Winter Round, 2026",460,unique,content
research-candidature,feit,FEIT,https://eng.unimelb.edu.au/students/research/life-at-feit/student-profile,Meet our graduate researchers,3201,unique,content
research-candidature,feit,FEIT,https://eng.unimelb.edu.au/students/research/life-at-feit/thesis-writing-events,Thesis writing events,572,unique,content
research-candidature,feit,FEIT,https://eng.unimelb.edu.au/students/research/life-at-feit/internships,Internships - Graduate Researchers - Current Students - Faculty of Engineering and Information Technology,478,unique,content
research-candidature,feit,FEIT,"https://eng.unimelb.edu.au/students/scholarships-prizes-and-awards/graduate-research-students/scholarships/other-scholarships,-2023",Other Scholarships,522,unique,content
research-candidature,feit,FEIT,https://eng.unimelb.edu.au/students/scholarships-prizes-and-awards/graduate-research-students/scholarships/scholarships/travel,Engineering and IT Conference Travel Grant,1739,unique,content
research-candidature,feit,FEIT,https://eng.unimelb.edu.au/students/scholarships-prizes-and-awards/graduate-research-students/scholarships/summer-round,"Summer Round, 2026",750,unique,content
research-candidature,feit,FEIT,https://eng.unimelb.edu.au/students/coursework/student-experience/study-overseas/feit-students-study-abroad-and-exchange/graduate-coursework-and-research-students,Graduate Coursework and Research Students,800,unique,content
research-candidature,feit,FEIT,https://eng.unimelb.edu.au/students/scholarships-prizes-and-awards/graduate-research-students/scholarships/scholarships/phd-write-up-award,"PhD Write Up Award: Engineering and IT students, The University of Melbourne",494,unique,content
research-candidature,ffam,FFAM,https://finearts-music.unimelb.edu.au/current-students/research-students,Information for research students at the Faculty of Fine Arts & Music,290,unique,content
research-candidature,ffam,FFAM,https://finearts-music.unimelb.edu.au/current-students/research-students/grants,Grants and internal funding at the Faculty,1002,unique,content
research-candidature,ffam,FFAM,https://finearts-music.unimelb.edu.au/current-students/research-students/research-ethics-and-integrity2,Research Ethics & Integrity | Faculty of Fine Arts & Music,788,unique,content
research-candidature,ffam,FFAM,https://finearts-music.unimelb.edu.au/current-students/research-students/scholarships-and-studentships,Scholarships & Studentships | Graduate Students | FFAM,393,unique,content
research-candidature,ffam,FFAM,https://finearts-music.unimelb.edu.au/current-students/research-students/folio-recordings-support-scheme-for-music,Portfolio Recordings Support Scheme for Music (Jazz & Improvisation),819,unique,content
research-candidature,ffam,FFAM,https://finearts-music.unimelb.edu.au/current-students/research-students/grants/mcm-directors-writing-up-award,MCM Director's Writing Up Award,831,unique,content
research-candidature,ffam,FFAM,https://finearts-music.unimelb.edu.au/current-students/research-students/master-of-music-research-in-music-performance,Current student info: Master of Music (Research),799,unique,content
research-candidature,ffam,FFAM,https://finearts-music.unimelb.edu.au/current-students/research-students/phd-music-performance,PhD Music Performance | Research | Faculty of Fine Arts & Music,597,unique,content
research-candidature,ffam,FFAM,https://finearts-music.unimelb.edu.au/current-students/research-students/progress-reviews,Progress reviews for research students,391,unique,content
research-candidature,ffam,FFAM,https://finearts-music.unimelb.edu.au/current-students/research-students/university-student-services,Student Services | Graduate Students | FFAM,726,unique,content
research-candidature,law,Law,https://law.unimelb.edu.au/students/grd,Graduate Researchers | Students | Melbourne Law School,349,unique,content
research-candidature,law,Law,https://law.unimelb.edu.au/students/grd/candidature-management/degree-requirements/graduate-research-coordinators,Graduate Research Coordinators,355,unique,content
research-candidature,law,Law,https://law.unimelb.edu.au/students/grd/candidature-management/degree-requirements/mphil-law-milestones,MPhil (Law) Milestones,2857,unique,content
research-candidature,law,Law,https://law.unimelb.edu.au/students/grd/candidature-management/degree-requirements/phd-law-milestones,PhD (Law) Milestones,2912,unique,content
research-candidature,law,Law,https://law.unimelb.edu.au/students/grd/enrichment,Enrichment,1593,unique,content
research-candidature,law,Law,https://law.unimelb.edu.au/students/grd/enrichment/student-life-and-societies,Student Life and Societies,216,unique,content
research-candidature,law,Law,https://law.unimelb.edu.au/students/grd/enrichment/student-life-and-societies/mls-gra,MLS Graduate Researchers Association (GRA),265,unique,content
research-candidature,law,Law,https://law.unimelb.edu.au/students/grd/scholarships-funding-and-prizes/mcniff-scholarship,James and Valerie McNiff Scholarship,309,unique,content
research-candidature,law,Law,https://law.unimelb.edu.au/students/grd/students,Our Graduate Researchers,292,unique,content
research-candidature,law,Law,https://law.unimelb.edu.au/students/grd/students/ratu-ayu-asih-kusuma-putri,Ratu Ayu Asih Kusuma Putri,267,unique,content
research-candidature,law,Law,https://law.unimelb.edu.au/students/law-students-study-area,Student Cards and Law Students' Study Area,508,unique,content
research-candidature,mbs,FBE,https://mbs.unimelb.edu.au/students/course-planning/course-plans/masters-programs/master-of-commerce-actuarial-science-research-pathway,Master of Commerce (Actuarial Science) - Research Pathway,891,unique,content
research-candidature,mbs,FBE,https://mbs.unimelb.edu.au/students/course-planning/course-plans/masters-programs/master-of-finance-enhanced-research-pathway,Master of Finance (Enhanced) - Research Pathway,920,unique,content
research-candidature,mbs,FBE,https://mbs.unimelb.edu.au/students/course-planning/course-plans/masters-programs/master-of-finance-research-pathway,Master of Finance - Research Pathway,846,unique,content
research-candidature,mbs,FBE,https://mbs.unimelb.edu.au/students/course-planning/course-plans/masters-programs/master-of-international-business-150-point-research-pathway,Master of International Business (150 point) - Research Pathway,889,unique,content
research-candidature,mbs,FBE,https://mbs.unimelb.edu.au/students/course-planning/course-plans/masters-programs/master-of-international-business-200-point-research-pathway,Master of International Business (200 point) - Research Pathway,990,unique,content
research-candidature,mbs,FBE,https://mbs.unimelb.edu.au/students/course-planning/course-plans/masters-programs/master-of-management-150-point-research-pathway,Master of Management (150 point) - Research Pathway,938,unique,content
research-candidature,mbs,FBE,https://mbs.unimelb.edu.au/students/course-planning/course-plans/masters-programs/master-of-management-200-point-research-pathway,Master of Management (200 point) - Research Pathway,973,unique,content
research-candidature,mbs,FBE,https://mbs.unimelb.edu.au/students/course-planning/course-plans/masters-programs/master-of-management-human-resources-150-point-research-pathway,Master of Management (Human Resources) 150 point - Research Pathway,835,unique,content
research-candidature,mbs,FBE,https://mbs.unimelb.edu.au/students/course-planning/course-plans/masters-programs/master-of-management-human-resources-200-point-research-pathway,Master of Management (Human Resources) 200 point - Research Pathway,874,unique,content
research-candidature,mbs,FBE,https://mbs.unimelb.edu.au/students/course-planning/course-plans/masters-programs/master-of-management-marketing-150-point-research-pathway,Master of Management (Marketing) 150 point - Research Pathway,819,unique,content
research-candidature,mbs,FBE,https://mbs.unimelb.edu.au/students/course-planning/course-plans/masters-programs/master-of-management-marketing-200-point-research-pathway,Master of Management (Marketing) 200 point - Research Pathway,852,unique,content
research-candidature,mbs,FBE,https://mbs.unimelb.edu.au/students/course-planning/course-plans/masters-programs/master-of-management-supply-chain-management-150pt-research-pathway,Master of Management (Supply Chain Management) 150pt - Research Pathway,837,unique,content
research-candidature,mbs,FBE,https://mbs.unimelb.edu.au/students/course-planning/course-plans/masters-programs/master-of-management-supply-chain-management-200pt-research-pathway,Master of Management (Supply Chain Management) 200pt - Research Pathway,852,unique,content
research-candidature,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/student-enrichment/research-pathways-advising,Research Pathways Advising,253,unique,content
research-candidature,science,Science,https://science.unimelb.edu.au/students/graduate-research,Course guide: Graduate research,1144,unique,content
research-candidature,science,Science,https://science.unimelb.edu.au/students/graduate-research/contact,Important contacts for graduate researchers,647,unique,content
research-candidature,science,Science,https://science.unimelb.edu.au/students/graduate-research/events,Events for graduate researchers,879,unique,content
research-candidature,science,Science,https://science.unimelb.edu.au/students/graduate-research/faculty-inductions-for-graduate-researchers,Online guides and Faculty inductions,396,unique,content
